ID,Unique_Reference,Price,Date,Postcode,House_Type,Status_N,Tenure_Type,House_Number,Flat_Number,Street_Name,Area,City,Region,County,A,A.1,Quarter,Education_Growth_Rate,Bank_Growth_Rate,GDP_Growth_Rate
3790344,{1775CCF7-A44D-38BA-E063-4704A8C05A7C},242500,2024-03-15 00:00,SE5 0LB,F,N,L,MARINEL HOUSE,FLAT 24,COMBER GROVE,,LONDON,SOUTHWARK,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790345,{1775CCF7-A459-38BA-E063-4704A8C05A7C},595000,2024-01-18 00:00,SW8 3PE,F,N,L,85,,INGELOW ROAD,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790346,{1775CCF7-A45E-38BA-E063-4704A8C05A7C},465000,2024-03-28 00:00,SE13 5FN,F,N,L,BRICK KILN ONE,174,STATION ROAD,,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790347,{1775CCF7-A45F-38BA-E063-4704A8C05A7C},250000,2024-03-20 00:00,IG11 9AR,F,N,L,38,,BRADFIELD DRIVE,,BARKING,BARKING AND DAGENHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790348,{1775CCF7-A460-38BA-E063-4704A8C05A7C},450000,2024-03-27 00:00,SE24 0JZ,F,N,L,48,,SHAKESPEARE ROAD,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790349,{1775CCF7-A462-38BA-E063-4704A8C05A7C},550000,2024-01-12 00:00,SE5 8QJ,F,N,L,72A,,BUSHEY HILL ROAD,,LONDON,SOUTHWARK,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790350,{1775CCF7-A466-38BA-E063-4704A8C05A7C},371000,2024-03-21 00:00,SE23 2HN,F,N,L,2A - 2B,,FERMOR ROAD,,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790351,{1775CCF7-A469-38BA-E063-4704A8C05A7C},725000,2024-01-05 00:00,SW12 9LF,F,N,L,109,GROUND FLOOR FLAT,CATHLES ROAD,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790352,{1775CCF7-A46A-38BA-E063-4704A8C05A7C},415000,2024-03-20 00:00,SW2 2RR,F,N,L,144,FLAT 3,UPPER TULSE HILL,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790353,{1775CCF7-A46E-38BA-E063-4704A8C05A7C},430000,2024-04-11 00:00,E15 1GJ,F,N,L,"HAWTHORN HOUSE, 9",302,FORRESTER WAY,,LONDON,NEWHAM,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790354,{1775CCF7-A473-38BA-E063-4704A8C05A7C},640000,2024-03-20 00:00,SW15 3TZ,F,N,L,HIGHLANDS HEATH,FLAT 131,PORTSMOUTH ROAD,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790355,{1775CCF7-A476-38BA-E063-4704A8C05A7C},366000,2024-01-05 00:00,SE23 2AG,F,N,L,21,FLAT 4,VANCOUVER ROAD,,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790356,{1775CCF7-A477-38BA-E063-4704A8C05A7C},551000,2024-02-23 00:00,SW17 0QE,F,N,L,1F,,GARRATT TERRACE,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790357,{1A0C5C63-8135-7CBE-E063-4804A8C06C96},690000,2024-01-26 00:00,NW4 4NA,S,N,F,65,,SOUTHFIELDS,,LONDON,BARNET,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790358,{1A0C5C63-8136-7CBE-E063-4804A8C06C96},425000,2024-04-26 00:00,SW6 2BU,F,N,L,18,,MALTINGS PLACE,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790359,{1A0C5C63-8137-7CBE-E063-4804A8C06C96},538000,2024-05-03 00:00,UB7 9NH,S,N,F,2,,STAINBY CLOSE,,WEST DRAYTON,HILLINGDON,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790360,{1A0C5C63-8139-7CBE-E063-4804A8C06C96},700000,2024-05-10 00:00,UB1 2BB,T,N,F,141,,NORTHCOTE AVENUE,,SOUTHALL,EALING,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790361,{1A0C5C63-813A-7CBE-E063-4804A8C06C96},1305000,2024-05-14 00:00,W4 5LZ,S,N,F,47,,MONTGOMERY ROAD,,LONDON,EALING,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790362,{1A0C5C63-813B-7CBE-E063-4804A8C06C96},452000,2024-04-03 00:00,UB1 2SW,S,N,F,60,,ALLENDALE AVENUE,,SOUTHALL,EALING,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790363,{1A0C5C63-813D-7CBE-E063-4804A8C06C96},422500,2024-01-22 00:00,W6 0HZ,F,N,L,4A,,REDMORE ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790364,{1A0C5C63-813E-7CBE-E063-4804A8C06C96},164000,2024-03-01 00:00,UB6 9JH,F,N,L,AVON COURT,8,BRAUND AVENUE,,GREENFORD,EALING,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790365,{1A0C5C63-813F-7CBE-E063-4804A8C06C96},740000,2024-05-13 00:00,N11 1JS,T,N,F,5,,FALKLAND AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790366,{1A0C5C63-8140-7CBE-E063-4804A8C06C96},800000,2024-01-22 00:00,HA4 8SA,D,N,F,21,,MYRTLE AVENUE,,RUISLIP,HILLINGDON,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790367,{1A0C5C63-8141-7CBE-E063-4804A8C06C96},430000,2024-01-31 00:00,W13 8AS,F,N,L,15,FLAT 4,SHERBORNE GARDENS,,LONDON,EALING,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790368,{1A0C5C63-8142-7CBE-E063-4804A8C06C96},2175000,2024-03-14 00:00,NW3 4UU,F,N,L,9 - 11,FLAT 12A,BELSIZE GROVE,,LONDON,CAMDEN,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790369,{1A0C5C63-8143-7CBE-E063-4804A8C06C96},520000,2024-05-03 00:00,W9 1NX,F,N,L,193B,,LANARK ROAD,,LONDON,CITY OF WESTMINSTER,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790370,{1A0C5C63-8144-7CBE-E063-4804A8C06C96},447500,2024-05-02 00:00,HA3 6RE,F,N,F,5,,HUTTON LANE,,HARROW,HARROW,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790371,{1A0C5C63-8145-7CBE-E063-4804A8C06C96},685000,2024-01-19 00:00,HA1 2NY,S,N,F,29,,NORTHWICK PARK ROAD,,HARROW,HARROW,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790372,{1A0C5C63-8146-7CBE-E063-4804A8C06C96},2700000,2024-04-19 00:00,SW3 4AH,T,N,F,12,,CAVERSHAM STREET,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790373,{1A0C5C63-8147-7CBE-E063-4804A8C06C96},660000,2024-04-19 00:00,W4 4BZ,F,N,L,44,FLAT 1,WELLESLEY ROAD,,LONDON,HOUNSLOW,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790374,{1A0C5C63-8148-7CBE-E063-4804A8C06C96},100000,2024-05-16 00:00,HA5 4EJ,F,N,L,HOMEHAYES HOUSE,FLAT 2,OAKDENE CLOSE,,PINNER,HARROW,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790375,{1A0C5C63-8149-7CBE-E063-4804A8C06C96},1370000,2024-01-16 00:00,W8 7HL,F,N,L,CAMPDEN HILL COURT,70A,CAMPDEN HILL ROAD,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790376,{1A0C5C63-814A-7CBE-E063-4804A8C06C96},680000,2024-02-22 00:00,WC2H 9JN,F,N,L,17,FLAT 6,SHELTON STREET,,LONDON,CAMDEN,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790377,{1A0C5C63-814C-7CBE-E063-4804A8C06C96},1145000,2024-01-31 00:00,W4 2BL,T,N,F,24,,DALE STREET,,LONDON,HOUNSLOW,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790378,{1A0C5C63-814D-7CBE-E063-4804A8C06C96},8145000,2024-01-30 00:00,W2 3UW,T,N,F,16,,WESTBOURNE TERRACE,,LONDON,CITY OF WESTMINSTER,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790379,{1A0C5C63-814E-7CBE-E063-4804A8C06C96},7000000,2024-01-16 00:00,SW3 3RU,S,N,F,6,,ASTELL STREET,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790380,{1A0C5C63-8150-7CBE-E063-4804A8C06C96},411000,2024-05-09 00:00,UB9 6AL,S,N,F,4,,BROADWATER GARDENS,HAREFIELD,UXBRIDGE,HILLINGDON,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790381,{1A0C5C63-8151-7CBE-E063-4804A8C06C96},700000,2024-01-18 00:00,HA5 5HR,S,N,F,26,,COMPTON RISE,,PINNER,HARROW,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790382,{1A0C5C63-8153-7CBE-E063-4804A8C06C96},330000,2024-03-27 00:00,RM11 2BU,S,N,L,126D,,SLEWINS LANE,,HORNCHURCH,HAVERING,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790383,{1A0C5C63-8154-7CBE-E063-4804A8C06C96},1950000,2024-05-03 00:00,HA5 4RA,D,N,F,WHITE LODGE,,NUGENTS PARK,,PINNER,HARROW,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790384,{1A0C5C63-8155-7CBE-E063-4804A8C06C96},360000,2024-01-25 00:00,TW13 7LJ,T,N,F,43,,CHARLESTON CLOSE,,FELTHAM,HOUNSLOW,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790385,{1A0C5C63-8156-7CBE-E063-4804A8C06C96},485000,2024-04-26 00:00,UB7 8LP,S,N,F,9,,CEDAR AVENUE,YIEWSLEY,WEST DRAYTON,HILLINGDON,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790386,{1A0C5C63-8157-7CBE-E063-4804A8C06C96},440000,2024-05-01 00:00,W3 6SH,F,N,L,GOLDSMITH HOUSE,FLAT 11,SHAKESPEARE ROAD,ACTON,LONDON,EALING,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790387,{1A0C5C63-8158-7CBE-E063-4804A8C06C96},280000,2024-03-15 00:00,UB5 4EA,F,N,L,51A,,SOUTHWELL AVENUE,,NORTHOLT,EALING,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3790388,{1A0C5C63-815A-7CBE-E063-4804A8C06C96},250000,2024-01-12 00:00,NW6 1NU,F,N,L,GONDAR MANSIONS,FLAT 7B,MILL LANE,,LONDON,CAMDEN,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790389,{1775CCF7-A478-38BA-E063-4704A8C05A7C},525100,2024-01-12 00:00,SW18 3AG,F,N,L,64,FLAT B,BASSINGHAM ROAD,EARLSFIELD,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790390,{1775CCF7-A47D-38BA-E063-4704A8C05A7C},312967,2024-04-04 00:00,SE15 4DD,F,N,L,65,FLAT C,OGLANDER ROAD,,LONDON,SOUTHWARK,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790391,{1775CCF7-A47F-38BA-E063-4704A8C05A7C},850000,2024-01-03 00:00,SW11 2AJ,F,N,L,2,FLAT A,COLOGNE ROAD,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790392,{1775CCF7-A481-38BA-E063-4704A8C05A7C},535000,2024-04-03 00:00,SE22 8LR,F,N,L,192,FLAT 3,LORDSHIP LANE,,LONDON,SOUTHWARK,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790393,{1775CCF7-A484-38BA-E063-4704A8C05A7C},572500,2024-04-18 00:00,SE17 1GF,F,N,L,"HURLOCK HEIGHTS, 4",APARTMENT 2402,DEACON STREET,,LONDON,SOUTHWARK,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790394,{1775CCF7-A486-38BA-E063-4704A8C05A7C},200000,2024-02-23 00:00,SW2 2AD,F,N,L,101,,TUDOR CLOSE,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790395,{1775CCF7-A489-38BA-E063-4704A8C05A7C},517500,2024-01-11 00:00,SW15 3TZ,F,N,L,HIGHLANDS HEATH,FLAT 133,PORTSMOUTH ROAD,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790396,{1775CCF7-A48D-38BA-E063-4704A8C05A7C},694050,2024-03-28 00:00,SW2 5UR,F,N,L,26,FLAT 1,PLATO ROAD,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790397,{1775CCF7-A490-38BA-E063-4704A8C05A7C},365000,2024-03-15 00:00,E15 2PT,F,N,L,69,,OTTER CLOSE,,LONDON,NEWHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790398,{1775CCF7-A494-38BA-E063-4704A8C05A7C},970000,2024-03-28 00:00,SW15 1DG,T,N,F,2,,BEMISH ROAD,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790399,{1775CCF7-A496-38BA-E063-4704A8C05A7C},595000,2024-02-15 00:00,SE10 9GW,F,N,L,20,FLAT 504,HAWTHORNE CRESCENT,,LONDON,GREENWICH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790400,{1775CCF7-A498-38BA-E063-4704A8C05A7C},250000,2024-04-15 00:00,KT9 2AZ,F,N,L,8,,MELFORD CLOSE,,CHESSINGTON,KINGSTON UPON THAMES,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790401,{1775CCF7-A4A0-38BA-E063-4704A8C05A7C},645000,2024-03-15 00:00,SW16 1AF,F,N,L,20,FLAT 1,HOADLY ROAD,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790402,{1775CCF7-A4A2-38BA-E063-4704A8C05A7C},515000,2024-01-12 00:00,SW9 0LJ,F,N,L,48,FLAT 3,CREWDSON ROAD,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790403,{1775CCF7-A4A3-38BA-E063-4704A8C05A7C},587000,2024-01-05 00:00,SW17 9TE,F,N,L,85,,SALTERFORD ROAD,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790404,{1061746D-EDD2-3C34-E063-4804A8C0F9E7},280000,2024-01-12 00:00,RM3 7JU,T,N,F,12,,STANWYCK GARDENS,,ROMFORD,HAVERING,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790405,{1A0C5C63-815B-7CBE-E063-4804A8C06C96},320000,2024-05-03 00:00,SW1V 2NZ,F,N,L,29,FIRST FLOOR FLAT,MORETON STREET,,LONDON,CITY OF WESTMINSTER,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790406,{1A0C5C63-815D-7CBE-E063-4804A8C06C96},600000,2024-04-26 00:00,SW3 4EE,F,N,L,3,FIRST FLOOR FLAT,SMITH STREET,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790407,{1A0C5C63-815F-7CBE-E063-4804A8C06C96},485500,2024-01-04 00:00,RM5 2AP,S,N,F,44,,LOWSHOE LANE,,ROMFORD,HAVERING,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790408,{1A0C5C63-8162-7CBE-E063-4804A8C06C96},725000,2024-05-07 00:00,NW10 4QJ,T,N,F,24,,SPEZIA ROAD,,LONDON,BRENT,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790409,{1A0C5C63-8163-7CBE-E063-4804A8C06C96},455000,2024-03-28 00:00,HA8 0EB,S,N,F,179,,MONTROSE AVENUE,,EDGWARE,BARNET,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790410,{1A0C5C63-8165-7CBE-E063-4804A8C06C96},935000,2024-04-24 00:00,NW6 2NR,F,N,L,8B,,DYNHAM ROAD,,LONDON,CAMDEN,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790411,{1A0C5C63-8166-7CBE-E063-4804A8C06C96},1025000,2024-04-03 00:00,SW10 9BS,F,N,L,9,FLAT 1,COLEHERNE ROAD,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790412,{1A0C5C63-8167-7CBE-E063-4804A8C06C96},420000,2024-01-26 00:00,UB5 4DZ,T,N,F,43,,SOUTHWELL AVENUE,,NORTHOLT,EALING,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790413,{1A0C5C63-8168-7CBE-E063-4804A8C06C96},869460,2024-05-03 00:00,SW6 4EL,T,N,L,2,,MUSTOW PLACE,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790414,{1A0C5C63-816A-7CBE-E063-4804A8C06C96},760000,2024-04-25 00:00,HA2 7PB,S,N,F,48,,LANKERS DRIVE,,HARROW,HARROW,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790415,{1A0C5C63-816B-7CBE-E063-4804A8C06C96},140000,2024-04-17 00:00,UB1 2QW,F,N,L,50,FLAT 5,ADRIENNE AVENUE,,SOUTHALL,EALING,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790416,{1A0C5C63-816C-7CBE-E063-4804A8C06C96},5000000,2024-04-25 00:00,W1H 6LH,F,N,L,FITZHARDINGE HOUSE,FLAT 63,PORTMAN SQUARE,,LONDON,CITY OF WESTMINSTER,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790417,{1A0C5C63-816D-7CBE-E063-4804A8C06C96},450000,2024-02-09 00:00,N11 3AJ,F,N,F,112,,BEACONSFIELD ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790418,{1A0C5C63-816E-7CBE-E063-4804A8C06C96},1000000,2024-05-02 00:00,W8 6TG,F,N,L,11,FLAT C,CHENISTON GARDENS,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790419,{1A0C5C63-8170-7CBE-E063-4804A8C06C96},820000,2024-05-01 00:00,W12 0SZ,T,N,F,26,,GRAVESEND ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790420,{1A0C5C63-8171-7CBE-E063-4804A8C06C96},485000,2024-05-15 00:00,N20 0SN,T,N,F,43,,BALFOUR GROVE,,LONDON,BARNET,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790421,{1A0C5C63-8172-7CBE-E063-4804A8C06C96},320000,2024-04-08 00:00,N10 2NN,F,N,L,MELBOURNE COURT,FLAT 8,SYDNEY ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790422,{1A0C5C63-8173-7CBE-E063-4804A8C06C96},460000,2024-01-26 00:00,TW13 6LQ,T,N,F,21,,FAIRLAWN CLOSE,,FELTHAM,HOUNSLOW,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790423,{1A0C5C63-8175-7CBE-E063-4804A8C06C96},1415613,2024-05-10 00:00,W3 9JW,S,N,F,6,,HEREFORD ROAD,,LONDON,EALING,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790424,{1A0C5C63-8177-7CBE-E063-4804A8C06C96},250000,2024-01-25 00:00,HA9 7JP,F,N,L,123,,ST JOHNS ROAD,,WEMBLEY,BRENT,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790425,{1A0C5C63-8178-7CBE-E063-4804A8C06C96},378500,2024-04-12 00:00,NW2 2QP,F,N,L,11,FLAT 2,SUNNYSIDE,,LONDON,BARNET,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790426,{1A0C5C63-817A-7CBE-E063-4804A8C06C96},500000,2024-01-04 00:00,SW6 2NH,F,N,L,17A,,ROSEBURY ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790427,{1A0C5C63-817B-7CBE-E063-4804A8C06C96},382000,2024-01-18 00:00,RM7 0BD,S,N,F,135,,OLDCHURCH ROAD,,ROMFORD,HAVERING,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790428,{1A0C5C63-817C-7CBE-E063-4804A8C06C96},1059000,2024-02-13 00:00,W9 1PF,F,N,L,258,FLAT C,RANDOLPH AVENUE,,LONDON,CITY OF WESTMINSTER,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3790429,{1A0C5C63-817D-7CBE-E063-4804A8C06C96},650000,2024-02-12 00:00,HA2 9DP,S,N,F,1,,TITHE FARM CLOSE,,HARROW,HARROW,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790430,{1A0C5C63-817E-7CBE-E063-4804A8C06C96},590000,2024-05-10 00:00,NW2 2NP,T,N,F,8,,CLOISTER ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790431,{1A0C5C63-817F-7CBE-E063-4804A8C06C96},545000,2024-04-09 00:00,NW9 9TA,T,N,F,75,,WINCHESTER AVENUE,,LONDON,BRENT,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790432,{1A0C5C63-8181-7CBE-E063-4804A8C06C96},428000,2024-05-09 00:00,HA9 7TR,T,N,F,37,,LAMBERT WALK,,WEMBLEY,BRENT,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790433,{1A0C5C63-8182-7CBE-E063-4804A8C06C96},550000,2024-02-08 00:00,W12 8PA,T,N,F,4,,GOLDHAWK MEWS,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790434,{1A0C5C63-8185-7CBE-E063-4804A8C06C96},945000,2024-04-30 00:00,NW8 9XP,F,N,L,"SARA COURT, 38",FLAT 4,ABERCORN PLACE,ST JOHNS WOOD,LONDON,CITY OF WESTMINSTER,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790435,{1A0C5C63-8186-7CBE-E063-4804A8C06C96},900000,2024-04-30 00:00,W11 1EQ,F,N,L,350,FLAT 1,WESTBOURNE PARK ROAD,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790436,{1A0C5C63-8188-7CBE-E063-4804A8C06C96},840000,2024-05-24 00:00,EN5 1AT,S,N,F,95,,GREAT NORTH ROAD,NEW BARNET,BARNET,BARNET,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790437,{1A0C5C63-8189-7CBE-E063-4804A8C06C96},365000,2024-02-29 00:00,W6 0QP,F,N,L,118A,,KING STREET,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790438,{1775CCF7-A4A4-38BA-E063-4704A8C05A7C},1875000,2024-03-28 00:00,SE1 7EN,F,N,L,1,2201,CASSON SQUARE,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790439,{1775CCF7-A4A5-38BA-E063-4704A8C05A7C},435000,2024-04-05 00:00,SW19 6RY,F,N,L,"ROSEWATER COURT, 129",FLAT 10,BEAUMONT ROAD,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790440,{1775CCF7-A4A9-38BA-E063-4704A8C05A7C},515000,2024-03-20 00:00,SW19 5NP,F,N,L,ALBEMARLE,34,WIMBLEDON PARK SIDE,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790441,{1775CCF7-A4AD-38BA-E063-4704A8C05A7C},900000,2024-01-11 00:00,SW17 0UH,T,N,F,16,,KEBLE STREET,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790442,{1775CCF7-A4AE-38BA-E063-4704A8C05A7C},375000,2024-02-28 00:00,SE23 3ED,F,N,L,70C,,WOOD VALE,,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790443,{1775CCF7-A4B3-38BA-E063-4704A8C05A7C},302500,2024-04-05 00:00,SE5 0LL,F,N,L,COMBER HOUSE,FLAT 89,COMBER GROVE,,LONDON,SOUTHWARK,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790444,{1775CCF7-A4B4-38BA-E063-4704A8C05A7C},390000,2024-01-05 00:00,E16 2XP,F,N,L,"MARE APARTMENTS, 16",FLAT 4,CAVENDISH SQUARE,,LONDON,NEWHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790445,{1775CCF7-A4B5-38BA-E063-4704A8C05A7C},380000,2024-04-12 00:00,E7 9AN,F,N,L,43,FLAT B,EARLHAM GROVE,,LONDON,NEWHAM,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790446,{1775CCF7-A4B6-38BA-E063-4704A8C05A7C},350000,2024-01-12 00:00,SE13 6DP,F,N,L,"REFLECTIONS HOUSE, 2",FLAT 1,MORLEY ROAD,,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790447,{1775CCF7-A4B7-38BA-E063-4704A8C05A7C},300000,2024-01-04 00:00,SE7 7RA,T,N,L,182,,WOOLWICH ROAD,,LONDON,GREENWICH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790448,{1775CCF7-A4BF-38BA-E063-4704A8C05A7C},800000,2024-03-28 00:00,SE10 0PB,F,N,L,2,FLAT 1405,CUTTER LANE,,LONDON,GREENWICH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790449,{1775CCF7-A4C9-38BA-E063-4704A8C05A7C},895000,2024-04-05 00:00,TW11 0HJ,S,N,F,21,,NORTH LANE,,TEDDINGTON,RICHMOND UPON THAMES,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3790450,{1775CCF7-A4E4-38BA-E063-4704A8C05A7C},250000,2024-03-12 00:00,IG11 0YJ,F,N,L,"LOTTAGE MANSIONS, 9",FLAT 19,FIELDERS CRESCENT,,BARKING,BARKING AND DAGENHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3790451,{1775CCF7-A4F8-38BA-E063-4704A8C05A7C},390000,2024-04-12 00:00,SW8 2AD,F,N,L,LUCAS HOUSE,FLAT 5,ALBION AVENUE,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
