Region,House_Type,Year,Price,Growth
Havering,S,2008,267425.1195,-2.10932232
Havering,S,2009,245818.3986,-8.07954053
Havering,S,2010,270546.4076,10.05946223
Havering,S,2011,266718.7216,-1.414798303
Havering,S,2012,272620.7274,2.212820215
Havering,S,2013,281370.6224,3.209548703
Havering,S,2014,317929.1779,12.99302509
Havering,S,2015,356408.7049,12.1031757
Havering,S,2016,406047.0903,13.92737737
Havering,S,2017,422967.1729,4.16702473
Havering,S,2018,435246.4631,2.903130774
Havering,S,2019,428368.5662,-1.58023039
Havering,S,2020,450893.0033,5.258190922
Havering,S,2021,472421.3169,4.774594744
Havering,S,2022,517355.0839,9.511375844
Havering,S,2023,511750.2647,-1.083360231
Havering,S,2024,508679.484,-0.600054542
Havering,T,1995,62738.59539,
Havering,T,1996,64571.14386,2.920926838
Havering,T,1997,72032.58269,11.55537657
Havering,T,1998,79553.01124,10.44031501
Havering,T,1999,86122.1612,8.257575494
Havering,T,2000,107039.2056,24.28764459
Havering,T,2001,119954.636,12.06607454
Havering,T,2002,145241.6111,21.08044838
Havering,T,2003,174077.6482,19.85384005
Havering,T,2004,189319.2161,8.755614555
Havering,T,2005,193565.7116,2.243034578
Havering,T,2006,201653.6119,4.178374465
Havering,T,2007,222290.2519,10.23370713
Havering,T,2008,224710.8386,1.088930618
Havering,T,2009,200494.4807,-10.77667548
Havering,T,2010,217024.2328,8.244492333
Havering,T,2011,209796.4663,-3.33039605
Havering,T,2012,216647.7644,3.265688036
Havering,T,2013,228880.4583,5.646351282
Havering,T,2014,258133.4617,12.78090913
Havering,T,2015,292753.0878,13.41152207
Havering,T,2016,341208.6504,16.55168284
Havering,T,2017,358290.6816,5.006330037
Havering,T,2018,359888.9692,0.446086838
Havering,T,2019,363229.7101,0.928269879
Havering,T,2020,377750.3959,3.997659177
Havering,T,2021,397526.8392,5.23532033
Havering,T,2022,435863.7231,9.643847958
Havering,T,2023,427356.3991,-1.951831168
Havering,T,2024,430560.1602,0.749669626
Herefordshire,D,2013,237500,
Hertsmere,D,1996,320000,
Hertsmere,D,2001,1060000,231.25
Hertsmere,D,2002,1200000,13.20754717
Hertsmere,O,2018,120000,
Hertsmere,T,2001,150000,
Hillingdon,D,1995,150087.4656,
Hillingdon,D,1996,169397.5592,12.86589362
Hillingdon,D,1997,185508.715,9.510854745
Hillingdon,D,1998,208125.5231,12.19177658
Hillingdon,D,1999,236614.1286,13.68818448
Hillingdon,D,2000,292645.4417,23.68045957
Hillingdon,D,2001,307448.468,5.058348517
Hillingdon,D,2002,341717.3192,11.14620977
Hillingdon,D,2003,397314.9781,16.27007346
Hillingdon,D,2004,418815.865,5.411547042
Hillingdon,D,2005,422339.1465,0.841248319
Hillingdon,D,2006,469306.1903,11.12069394
Hillingdon,D,2007,506576.5808,7.941593631
Hillingdon,D,2008,512533.2492,1.175867294
Hillingdon,D,2009,458807.329,-10.48242631
Hillingdon,D,2010,501683.1525,9.345060709
Hillingdon,D,2011,541077.278,7.852391568
Hillingdon,D,2012,564712.4492,4.368169226
Hillingdon,D,2013,530182.9272,-6.114531739
Hillingdon,D,2014,648763.9584,22.36605992
Hillingdon,D,2015,704337.9852,8.566139671
Hillingdon,D,2016,796631.9438,13.10364633
Hillingdon,D,2017,782733.2793,-1.74467828
Hillingdon,D,2018,783487.6077,0.096371064
Hillingdon,D,2019,760854.6719,-2.888742024
Hillingdon,D,2020,773923.5215,1.717653853
Hillingdon,D,2021,829060.8828,7.124394045
Hillingdon,D,2022,904959.6178,9.154784238
Hillingdon,D,2023,879372.5207,-2.827429709
Hillingdon,D,2024,888580.7959,1.047141569
Hillingdon,F,1995,52030.47179,
Hillingdon,F,1996,52918.80428,1.707331218
Hillingdon,F,1997,58041.2087,9.679743327
Hillingdon,F,1998,63664.56871,9.688564615
Hillingdon,F,1999,77761.65718,22.14275342
Hillingdon,F,2000,93689.66934,20.48311822
Hillingdon,F,2001,107490.9147,14.73080808
Hillingdon,F,2002,125918.7827,17.14365166
Hillingdon,F,2003,146520.1566,16.36084265
Hillingdon,F,2004,159151.3682,8.620801279
Hillingdon,F,2005,162462.1902,2.080297574
Hillingdon,F,2006,169163.0282,4.124552301
Hillingdon,F,2007,183402.4092,8.417549116
Hillingdon,F,2008,200742.1387,9.45447202
Hillingdon,F,2009,188902.5774,-5.897895373
Hillingdon,F,2010,186456.4756,-1.294901204
Hillingdon,F,2011,190722.551,2.287973843
Hillingdon,F,2012,203236.7208,6.561452634
Hillingdon,F,2013,206889.6356,1.797369461
Hillingdon,F,2014,222995.2532,7.784642047
Hillingdon,F,2015,267436.6001,19.92927936
Hillingdon,F,2016,292377.128,9.325772106
Hillingdon,F,2017,324760.9508,11.07604517
Hillingdon,F,2018,310992.5855,-4.239538413
Hillingdon,F,2019,311781.687,0.253736441
Hillingdon,F,2020,316470.3904,1.503841827
Hillingdon,F,2021,322501.4447,1.90572464
Hillingdon,F,2022,341665.1841,5.942218177
Hillingdon,F,2023,322380.2782,-5.644387208
Hillingdon,F,2024,301406.2374,-6.505993766
Hillingdon,O,2010,43333,
Hillingdon,O,2012,174950,303.7338749
Hillingdon,O,2013,29303611.21,16649.70632
Hillingdon,O,2014,3307038.038,-88.71457168
Hillingdon,O,2015,3078785.228,-6.902031593
Hillingdon,O,2016,5241020.674,70.23014877
Hillingdon,O,2017,3260357.969,-37.79154535
Hillingdon,O,2018,3613980.749,10.84613354
Hillingdon,O,2019,1882726.593,-47.90435468
Hillingdon,O,2020,2191763.155,16.4143091
Hillingdon,O,2021,3277752.749,49.54867459
Hillingdon,O,2022,4426842.549,35.05724466
Hillingdon,O,2023,2993324.705,-32.3823996
Hillingdon,O,2024,710142.1,-76.27580801
Hillingdon,S,1995,81779.67305,
Hillingdon,S,1996,83859.84264,2.543626694
Hillingdon,S,1997,96751.38179,15.37272041
Hillingdon,S,1998,110679.4755,14.39575685
Hillingdon,S,1999,128598.1655,16.18971353
Hillingdon,S,2000,151195.3375,17.57192409
Hillingdon,S,2001,165653.3868,9.562496778
Hillingdon,S,2002,198819.6968,20.02151038
Hillingdon,S,2003,227272.4186,14.31081643
Hillingdon,S,2004,240009.5786,5.604357996
Hillingdon,S,2005,247339.5488,3.054032364
Hillingdon,S,2006,262793.548,6.248090635
Hillingdon,S,2007,283188.0506,7.760655781
Hillingdon,S,2008,284436.5156,0.440860732
Hillingdon,S,2009,263929.0331,-7.209862762
Hillingdon,S,2010,287729.6843,9.017822286
Hillingdon,S,2011,299483.3978,4.084984653
Hillingdon,S,2012,311905.0135,4.147680917
Hillingdon,S,2013,326063.5704,4.539381003
Hillingdon,S,2014,372372.2398,14.20234382
Hillingdon,S,2015,428575.214,15.09322346
Hillingdon,S,2016,475480.2856,10.94442002
Hillingdon,S,2017,491702.7892,3.411814135
Hillingdon,S,2018,488243.0812,-0.703617714
Hillingdon,S,2019,487293.4611,-0.194497415
Hillingdon,S,2020,503551.3797,3.3363712
Hillingdon,S,2021,524488.1771,4.157827415
Hillingdon,S,2022,568883.7983,8.464560906
Hillingdon,S,2023,566954.3966,-0.339155674
Hillingdon,S,2024,559876.0846,-1.248479954
Hillingdon,T,1995,70943.66959,
Hillingdon,T,1996,72545.70492,2.258179398
Hillingdon,T,1997,81185.27569,11.90914167
Hillingdon,T,1998,94404.35946,16.2826124
Hillingdon,T,1999,107945.9752,14.34426949
Hillingdon,T,2000,130230.5099,20.64415528
Hillingdon,T,2001,140980.7776,8.254799649
Hillingdon,T,2002,165810.1571,17.61189004
Hillingdon,T,2003,194702.7108,17.42508069
Hillingdon,T,2004,211915.8367,8.840722249
Hillingdon,T,2005,218246.0565,2.987138654
Hillingdon,T,2006,228258.2704,4.587580651
Hillingdon,T,2007,249600.0162,9.349823649
Hillingdon,T,2008,247925.5147,-0.670873916
Hillingdon,T,2009,227426.8763,-8.2680633
Hillingdon,T,2010,250657.277,10.21444832
Hillingdon,T,2011,262110.8089,4.569399328
Hillingdon,T,2012,271928.264,3.745536119
Hillingdon,T,2013,277043.3983,1.881060202
Hillingdon,T,2014,330839.479,19.41792549
Hillingdon,T,2015,370614.7358,12.02252433
Hillingdon,T,2016,421959.2993,13.85389152
Hillingdon,T,2017,434578.8951,2.990714003
Hillingdon,T,2018,416853.9416,-4.07865032
Hillingdon,T,2019,425584.0023,2.094273282
Hillingdon,T,2020,435053.6732,2.225100291
Hillingdon,T,2021,456219.6364,4.865138362
Hillingdon,T,2022,497167.9138,8.975562244
Hillingdon,T,2023,481192.2705,-3.213329521
Hillingdon,T,2024,481812.8988,0.128977207
Hounslow,D,1995,182551.875,
Hounslow,D,1996,172434.9055,-5.541969639
Hounslow,D,1997,226148.5294,31.15008747
Hounslow,D,1998,278035.5479,22.94377888
Hounslow,D,1999,296563.2872,6.663802318
Hounslow,D,2000,416903.8462,40.57837369
Hounslow,D,2001,407620.0163,-2.226851582
Hounslow,D,2002,411140.9333,0.863774332
Hounslow,D,2003,462583.3238,12.51210626
Hounslow,D,2004,492982.0941,6.571523171
Hounslow,D,2005,569871.8842,15.59687279
Hounslow,D,2006,698217.0645,22.52176039
Hounslow,D,2007,545842.1311,-21.82343301
Hounslow,D,2008,880106.1556,61.23822353
Hounslow,D,2009,739614.8462,-15.96299589
Hounslow,D,2010,603053.2763,-18.46387624
Hounslow,D,2011,668256.7949,10.81223187
Hounslow,D,2012,585676.3816,-12.35758677
Hounslow,D,2013,671918.7609,14.7252616
Hounslow,D,2014,835388.6988,24.32882477
Hounslow,D,2015,858749.881,2.7964446
Hounslow,D,2016,834246.7532,-2.8533486
Hounslow,D,2017,1106896.438,32.68213919
Hounslow,D,2018,1106181.633,-0.064577469
Hounslow,D,2019,795984.2549,-28.04217396
Hounslow,D,2020,1153689.942,44.93878929
Hounslow,D,2021,1004271.622,-12.95134117
Hounslow,D,2022,1315845.93,31.02490421
Hounslow,D,2023,1494649.507,13.5884888
Hounslow,D,2024,881227.1739,-41.04121603
Hounslow,F,1995,71394.85176,
Hounslow,F,1996,70904.45289,-0.686882683
Hounslow,F,1997,77090.53503,8.724532653
Hounslow,F,1998,98236.945,27.43061772
Hounslow,F,1999,109837.9086,11.80916569
Hounslow,F,2000,133073.849,21.15475493
Hounslow,F,2001,148573.3095,11.64726252
Hounslow,F,2002,178364.6835,20.05163246
Hounslow,F,2003,203108.4736,13.87258376
Hounslow,F,2004,205717.8838,1.28473724
Hounslow,F,2005,202590.3391,-1.520307638
Hounslow,F,2006,219143.3785,8.170695342
Hounslow,F,2007,239920.7544,9.481178983
Hounslow,F,2008,242525.7684,1.085781019
Hounslow,F,2009,225489.3148,-7.024595238
Hounslow,F,2010,246815.3255,9.457659086
Hounslow,F,2011,250146.2312,1.34955382
Hounslow,F,2012,281293.7722,12.4517331
Hounslow,F,2013,296897.6019,5.547164994
Hounslow,F,2014,325115.4405,9.504232559
Hounslow,F,2015,367688.0035,13.09459896
Hounslow,F,2016,393280.0914,6.960272724
Hounslow,F,2017,375773.1662,-4.451515743
Hounslow,F,2018,385907.526,2.69693548
Hounslow,F,2019,366675.3227,-4.983630024
Hounslow,F,2020,381770.8171,4.116855832
Hounslow,F,2021,371805.6763,-2.610241616
Hounslow,F,2022,403005.8284,8.391521184
Hounslow,F,2023,409631.8458,1.644149263
Hounslow,F,2024,382842.7229,-6.539804755
Hounslow,O,2002,5000,
Hounslow,O,2010,275000,5400
Hounslow,O,2013,8175360.3,2872.858291
Hounslow,O,2014,3439465.955,-57.92887617
Hounslow,O,2015,2868684.908,-16.59504861
Hounslow,O,2016,1656992.392,-42.23860601
Hounslow,O,2017,2757659.563,66.42560194
Hounslow,O,2018,2462902.873,-10.68865402
Hounslow,O,2019,1866516.129,-24.2147894
Hounslow,O,2020,2740323.679,46.81489415
Hounslow,O,2021,3862618.29,40.95481926
Hounslow,O,2022,2097349.054,-45.70136376
Hounslow,O,2023,2382583.577,13.59976404
Hounslow,O,2024,2031969.68,-14.7157019
Hounslow,S,1995,97784.67563,
Hounslow,S,1996,99297.31857,1.546912058
Hounslow,S,1997,114624.492,15.43563679
Hounslow,S,1998,141765.27,23.67799193
Hounslow,S,1999,167936.4877,18.46095152
Hounslow,S,2000,202188.3622,20.39573112
Hounslow,S,2001,222731.4748,10.16038329
Hounslow,S,2002,240405.2766,7.93502664
Hounslow,S,2003,266049.0655,10.66689935
Hounslow,S,2004,290567.7085,9.215835029
Hounslow,S,2005,302786.3747,4.205101206
Hounslow,S,2006,353679.1462,16.80814454
Hounslow,S,2007,385793.6829,9.080132948
Hounslow,S,2008,362438.8199,-6.053718375
Hounslow,S,2009,365893.1413,0.953077121
Hounslow,S,2010,431826.1237,18.01973717
Hounslow,S,2011,454356.3561,5.21743154
Hounslow,S,2012,431354.846,-5.062438271
Hounslow,S,2013,473385.7189,9.74392041
Hounslow,S,2014,559690.2136,18.23132622
Hounslow,S,2015,561918.6029,0.398146913
Hounslow,S,2016,570682.4137,1.559622829
Hounslow,S,2017,616554.8457,8.038171652
Hounslow,S,2018,587725.0204,-4.675954706
Hounslow,S,2019,566838.0907,-3.553860894
Hounslow,S,2020,690829.8812,21.87428695
Hounslow,S,2021,663778.647,-3.915759143
Hounslow,S,2022,736257.0532,10.91906264
Hounslow,S,2023,759552.0922,3.163981776
Hounslow,S,2024,712873.5287,-6.145538138
Hounslow,T,1995,92043.72957,
Hounslow,T,1996,99874.40321,8.507557955
Hounslow,T,1997,110879.3622,11.01879822
Hounslow,T,1998,135280.3333,22.00677446
Hounslow,T,1999,151322.732,11.85863328
Hounslow,T,2000,173145.9952,14.42166884
Hounslow,T,2001,187983.0525,8.569102194
Hounslow,T,2002,225687.4545,20.05734105
Hounslow,T,2003,239898.3635,6.296720854
Hounslow,T,2004,261019.8201,8.804335427
Hounslow,T,2005,280441.7079,7.440771271
Hounslow,T,2006,306003.9372,9.114988456
Hounslow,T,2007,347863.6677,13.67947449
Hounslow,T,2008,363178.1197,4.402429295
Hounslow,T,2009,338582.166,-6.772421683
Hounslow,T,2010,370349.4929,9.382457231
Hounslow,T,2011,411902.2783,11.2198845
Hounslow,T,2012,388710.8125,-5.630331998
Hounslow,T,2013,453823.5961,16.75095766
Hounslow,T,2014,478435.3895,5.423207073
Hounslow,T,2015,516044.074,7.860765601
Hounslow,T,2016,553842.4022,7.324631768
Hounslow,T,2017,628428.652,13.46705299
Hounslow,T,2018,605716.8259,-3.614065973
Hounslow,T,2019,605655.5149,-0.010122053
Hounslow,T,2020,616731.6644,1.82878703
Hounslow,T,2021,619983.1293,0.527209011
Hounslow,T,2022,696338.6711,12.31574509
Hounslow,T,2023,646755.8475,-7.120504095
Hounslow,T,2024,643511.6051,-0.501617798
Islington,D,1995,240866.6667,
Islington,D,1996,392166.6667,62.81483532
Islington,D,1997,325264.12,-17.05972291
Islington,D,1998,391553.5714,20.38019177
Islington,D,1999,792904.7619,102.5022423
Islington,D,2000,529979.1667,-33.15979521
Islington,D,2001,434246.875,-18.06340658
Islington,D,2002,528833.3333,21.78172459
Islington,D,2003,689233.3333,30.33091711
Islington,D,2004,1470000,113.2804565
Islington,D,2005,1001556.125,-31.86693027
Islington,D,2006,1326150,32.40895511
Islington,D,2007,1228335.235,-7.375844716
Islington,D,2008,1254515.182,2.13133563
Islington,D,2009,981521.875,-21.76086115
Islington,D,2010,1277833.333,30.18898161
Islington,D,2011,919050.2941,-28.07745188
Islington,D,2012,1336240.6,45.39363173
Islington,D,2013,1109853.846,-16.94206521
Islington,D,2014,2006071.429,80.75095523
Islington,D,2015,2154685.563,7.408217465
Islington,D,2016,2149566.667,-0.237570434
Islington,D,2017,1899093.222,-11.65227617
Islington,D,2018,1647000,-13.27439955
Islington,D,2019,2617333.167,58.91518923
Islington,D,2020,2385714.286,-8.849422913
Islington,D,2021,1674791.667,-29.7991517
Islington,D,2022,2271853.182,35.64989766
Islington,D,2023,2359269.667,3.847805199
Islington,D,2024,1960714.286,-16.89316769
Islington,F,1995,88722.15776,
Islington,F,1996,98745.07751,11.29697474
Islington,F,1997,117058.5369,18.54619983
Islington,F,1998,144252.4799,23.23106345
Islington,F,1999,165998.371,15.074882
Islington,F,2000,198036.3263,19.30016244
Islington,F,2001,215386.5739,8.761143939
Islington,F,2002,239780.2798,11.32554623
Islington,F,2003,244368.4202,1.913476927
Islington,F,2004,259414.0524,6.156946208
Islington,F,2005,271813.8918,4.779941298
Islington,F,2006,290232.3783,6.77613878
Islington,F,2007,348238.3843,19.98605613
Islington,F,2008,358046.1569,2.816396184
Islington,F,2009,339318.4912,-5.230517172
Islington,F,2010,383557.5636,13.03762498
Islington,F,2011,391856.769,2.163744446
Islington,F,2012,417105.8754,6.443452895
Islington,F,2013,469923.229,12.66281697
Islington,F,2014,532965.4935,13.41543908
Islington,F,2015,571319.2177,7.196286564
Islington,F,2016,627354.0137,9.80796625
Islington,F,2017,595320.5573,-5.106121213
Islington,F,2018,592902.5408,-0.406170515
Islington,F,2019,606993.9964,2.376690044
Islington,F,2020,648108.0798,6.773392094
Islington,F,2021,639013.1224,-1.403308756
Islington,F,2022,640422.1192,0.220495756
Islington,F,2023,663795.3848,3.64966557
Islington,F,2024,637394.8938,-3.977203148
Islington,O,2010,183300,
Islington,O,2012,31340,-82.90234588
Islington,O,2013,8765937.5,27870.44512
Islington,O,2014,4855449.364,-44.61003899
Islington,O,2015,3639330.047,-25.04648336
Islington,O,2016,2315355.854,-36.37961316
Islington,O,2017,2905753.764,25.4992298
Islington,O,2018,3843666.7,32.27778444
Islington,O,2019,3598897.365,-6.368120717
Islington,O,2020,6998361.638,94.4584946
Islington,O,2021,7740320.855,10.60189878
Islington,O,2022,3918164.324,-49.37982033
Islington,O,2023,3766893.919,-3.860746815
Islington,O,2024,2130987.848,-43.4285145
Islington,S,1995,221381.9091,
Islington,S,1996,216450.6848,-2.227473899
Islington,S,1997,265825.6731,22.8111952
Islington,S,1998,300449.1954,13.02489783
Islington,S,1999,372232.8605,23.89211426
Islington,S,2000,432886.1168,16.29443898
Islington,S,2001,399818.8487,-7.638791549
Islington,S,2002,554060.0476,38.57777077
Islington,S,2003,560169.6203,1.102691425
Islington,S,2004,719366.1538,28.4193444
Islington,S,2005,680476.4394,-5.406108453
Islington,S,2006,718142.3814,5.535230874
Islington,S,2007,892308.828,24.25235596
Islington,S,2008,1124605.233,26.03318462
Islington,S,2009,870236.3455,-22.61850468
Islington,S,2010,951777.3438,9.369983077
Islington,S,2011,992966.9194,4.327648255
Islington,S,2012,1187924.659,19.63386044
Islington,S,2013,1252609.975,5.445237288
Islington,S,2014,1596646.886,27.46560522
Islington,S,2015,1909500,19.59438352
Islington,S,2016,1465363.708,-23.25929781
Islington,S,2017,2210849,50.87373786
Islington,S,2018,1568615.522,-29.04917877
Islington,S,2019,1708137.222,8.894576048
Islington,S,2020,2152437.931,26.01083233
Islington,S,2021,1957473.867,-9.057825155
Islington,S,2022,2047841.204,4.616528422
Islington,S,2023,2362917.742,15.38578954
Islington,S,2024,1997653.478,-15.45818787
Islington,T,1995,167627.9396,
Islington,T,1996,173477.1978,3.489429123
Islington,T,1997,204137.9399,17.67422029
Islington,T,1998,240388.8722,17.75805729
Islington,T,1999,298896.5149,24.33874835
Islington,T,2000,366510.5484,22.62121844
Islington,T,2001,416251.1262,13.57139053
Islington,T,2002,458644.9143,10.18466628
Islington,T,2003,468258.1606,2.096010664
Islington,T,2004,508887.8639,8.676774196
Islington,T,2005,545628.5271,7.21979553
Islington,T,2006,624956.7847,14.53887648
Islington,T,2007,762736.3721,22.04625836
Islington,T,2008,741065.8824,-2.8411507
Islington,T,2009,698620.201,-5.727652876
Islington,T,2010,846707.4544,21.19710439
Islington,T,2011,902115.4582,6.543937169
Islington,T,2012,976715.0846,8.269410054
Islington,T,2013,1061782.543,8.709546886
Islington,T,2014,1239905.95,16.77588393
Islington,T,2015,1332463.334,7.464871373
Islington,T,2016,1367379.245,2.620403097
Islington,T,2017,1340909.918,-1.935770671
Islington,T,2018,1327065.136,-1.03249162
Islington,T,2019,1237976.895,-6.713177712
Islington,T,2020,1389649.316,12.25163588
Islington,T,2021,1435194.951,3.27749129
Islington,T,2022,1557224.101,8.502618346
Islington,T,2023,1474781.045,-5.294231946
Islington,T,2024,1484140.174,0.634611429
Kensington And Chelsea,D,1995,951695.3125,
Kensington And Chelsea,D,1996,1117470.567,17.41894196
Kensington And Chelsea,D,1997,1211210.344,8.388567885
Kensington And Chelsea,D,1998,1836996.357,51.6661715
Kensington And Chelsea,D,1999,1623715.044,-11.61032856
Kensington And Chelsea,D,2000,2578347.281,58.79308935
Kensington And Chelsea,D,2001,3004871.875,16.54255797
Kensington And Chelsea,D,2002,2555650.5,-14.94976803
Kensington And Chelsea,D,2003,3397036.538,32.92257836
Kensington And Chelsea,D,2004,5402500,59.03567533
Kensington And Chelsea,D,2005,2860462.5,-47.05298473
Kensington And Chelsea,D,2006,4361250,52.46660287
Kensington And Chelsea,D,2007,4183227.5,-4.081914589
Kensington And Chelsea,D,2008,5209375,24.53004289
Kensington And Chelsea,D,2009,3401666.667,-34.70105979
Kensington And Chelsea,D,2010,8001821.429,135.2323791
Kensington And Chelsea,D,2011,3761250,-52.99507701
Kensington And Chelsea,D,2012,2356875,-37.33798604
Kensington And Chelsea,D,2013,6470032.636,174.5174282
Kensington And Chelsea,D,2014,6613944.444,2.224282568
Kensington And Chelsea,D,2015,9372727.273,41.71161175
Kensington And Chelsea,D,2016,16698687.5,78.16252425
Kensington And Chelsea,D,2017,14218000,-14.85558371
Kensington And Chelsea,D,2018,11878125.07,-16.4571313
Kensington And Chelsea,D,2019,12620951.29,6.25373289
Kensington And Chelsea,D,2020,11340384.62,-10.14635618
Kensington And Chelsea,D,2021,14439365.38,27.3269459
Kensington And Chelsea,D,2022,10760272.73,-25.4796008
Kensington And Chelsea,D,2023,17153908.68,59.41890247
Kensington And Chelsea,D,2024,10373901.57,-39.52456106
Kensington And Chelsea,F,1995,183791.5766,
Kensington And Chelsea,F,1996,216703.1952,17.90703321
Kensington And Chelsea,F,1997,245888.6452,13.46793709
Kensington And Chelsea,F,1998,271454.1736,10.39719764
Kensington And Chelsea,F,1999,317339.762,16.90362236
Kensington And Chelsea,F,2000,379825.179,19.69038377
Kensington And Chelsea,F,2001,414918.4716,9.239327584
Kensington And Chelsea,F,2002,462233.4242,11.40343365
Kensington And Chelsea,F,2003,483084.7861,4.511002643
Kensington And Chelsea,F,2004,542803.3086,12.36191331
Kensington And Chelsea,F,2005,537654.4911,-0.94856044
Kensington And Chelsea,F,2006,618483.4824,15.03363081
Kensington And Chelsea,F,2007,742086.6285,19.98487423
Kensington And Chelsea,F,2008,812045.3963,9.427304731
Kensington And Chelsea,F,2009,742025.1266,-8.622703856
Kensington And Chelsea,F,2010,836884.3703,12.78383174
Kensington And Chelsea,F,2011,912635.8069,9.051601314
Kensington And Chelsea,F,2012,1040067.548,13.96304415
Kensington And Chelsea,F,2013,1198049.029,15.1895405
Kensington And Chelsea,F,2014,1412915.907,17.93473161
Kensington And Chelsea,F,2015,1513853.891,7.143948458
Kensington And Chelsea,F,2016,1472365.6,-2.740574291
Kensington And Chelsea,F,2017,1598249.334,8.549760554
Kensington And Chelsea,F,2018,1607664.105,0.58906777
Kensington And Chelsea,F,2019,1392503.872,-13.38340718
Kensington And Chelsea,F,2020,1439609.511,3.382801266
Kensington And Chelsea,F,2021,1394705.739,-3.119163293
Kensington And Chelsea,F,2022,1578181.924,13.15518959
Kensington And Chelsea,F,2023,1563579.477,-0.925270165
Kensington And Chelsea,F,2024,1329134.874,-14.99409569
Kensington And Chelsea,O,2000,861750,
Kensington And Chelsea,O,2002,2000,-99.76791413
Kensington And Chelsea,O,2011,150000,7400
Kensington And Chelsea,O,2012,55000,-63.33333333
Kensington And Chelsea,O,2013,8368052.433,15114.64079
Kensington And Chelsea,O,2014,4336113.225,-48.18252802
Kensington And Chelsea,O,2015,8665031.543,99.83407013
Kensington And Chelsea,O,2016,3482624.733,-59.80828557
Kensington And Chelsea,O,2017,2114361.11,-39.28828765
Kensington And Chelsea,O,2018,4234209.28,100.2595138
Kensington And Chelsea,O,2019,4495427.892,6.169241869
Kensington And Chelsea,O,2020,3386013.308,-24.67873161
Kensington And Chelsea,O,2021,3828916.404,13.0803708
Kensington And Chelsea,O,2022,5330968.771,39.22917632
Kensington And Chelsea,O,2023,4661514.313,-12.55783867
Kensington And Chelsea,O,2024,3006840.685,-35.49648284
Kensington And Chelsea,S,1995,791603.125,
Kensington And Chelsea,S,1996,867818.1429,9.627932919
Kensington And Chelsea,S,1997,1251471.009,44.20890133
Kensington And Chelsea,S,1998,1272241.625,1.65969611
Kensington And Chelsea,S,1999,1209008.298,-4.970229388
Kensington And Chelsea,S,2000,1257658.871,4.02400655
Kensington And Chelsea,S,2001,1668090.292,32.63455856
Kensington And Chelsea,S,2002,1982558.13,18.8519674
Kensington And Chelsea,S,2003,2380985.333,20.09662152
Kensington And Chelsea,S,2004,2139357.643,-10.14822255
Kensington And Chelsea,S,2005,2617470.618,22.34843605
Kensington And Chelsea,S,2006,2833040.493,8.235808794
Kensington And Chelsea,S,2007,3207089.571,13.20309679
Kensington And Chelsea,S,2008,4712916.667,46.95307261
Kensington And Chelsea,S,2009,3111833.722,-33.97223116
Kensington And Chelsea,S,2010,4170919.571,34.03414012
Kensington And Chelsea,S,2011,3667230.429,-12.07621327
Kensington And Chelsea,S,2012,7138463.963,94.6554519
Kensington And Chelsea,S,2013,6492022.852,-9.055745248
Kensington And Chelsea,S,2014,7314223.455,12.66478294
Kensington And Chelsea,S,2015,8933949.667,22.14488281
Kensington And Chelsea,S,2016,6526866.667,-26.94310008
Kensington And Chelsea,S,2017,7018441.667,7.531561852
Kensington And Chelsea,S,2018,5995201.885,-14.57930165
Kensington And Chelsea,S,2019,7376034.615,23.03229745
Kensington And Chelsea,S,2020,9097959.318,23.34485659
Kensington And Chelsea,S,2021,9206034.844,1.187909535
Kensington And Chelsea,S,2022,11840080.65,28.61216414
Kensington And Chelsea,S,2023,10989542.44,-7.183550798
Kensington And Chelsea,S,2024,8598214.286,-21.76003383
Kensington And Chelsea,T,1995,485476.3603,
Kensington And Chelsea,T,1996,556062.5065,14.53956401
Kensington And Chelsea,T,1997,632459.0692,13.73884444
Kensington And Chelsea,T,1998,748745.0126,18.38631922
Kensington And Chelsea,T,1999,872365.5503,16.51036543
Kensington And Chelsea,T,2000,1252652.033,43.59256076
Kensington And Chelsea,T,2001,1207746.207,-3.584860351
Kensington And Chelsea,T,2002,1328368.393,9.98737862
Kensington And Chelsea,T,2003,1428489.365,7.537138983
Kensington And Chelsea,T,2004,1434803.323,0.442002436
Kensington And Chelsea,T,2005,1613756.748,12.47233139
Kensington And Chelsea,T,2006,1777935.611,10.17370573
Kensington And Chelsea,T,2007,2372034.696,33.41510688
Kensington And Chelsea,T,2008,2514377.286,6.000864609
Kensington And Chelsea,T,2009,2193236.161,-12.7721932
Kensington And Chelsea,T,2010,2755603.585,25.64098811
Kensington And Chelsea,T,2011,2805414.126,1.807609096
Kensington And Chelsea,T,2012,3238354.198,15.43230526
Kensington And Chelsea,T,2013,3507133.58,8.299875992
Kensington And Chelsea,T,2014,4274978.291,21.89379714
Kensington And Chelsea,T,2015,3922506.478,-8.244996577
Kensington And Chelsea,T,2016,4181458.926,6.60170863
Kensington And Chelsea,T,2017,3712309.179,-11.21976218
Kensington And Chelsea,T,2018,4183017.341,12.67965946
Kensington And Chelsea,T,2019,3862799.42,-7.655189891
Kensington And Chelsea,T,2020,3863781.997,0.02543691
Kensington And Chelsea,T,2021,4108199.666,6.325865925
Kensington And Chelsea,T,2022,4634950.59,12.82194068
Kensington And Chelsea,T,2023,4112071.677,-11.28121872
Kensington And Chelsea,T,2024,4300070.952,4.571887128
